"id","firm_name","pharmacist","address","state","city","taluka","geocode","time_stamp"
515,BORA PHARMA PVT. LTD. - 9423162751,"manoj sudhakar deshpande, BSC, [C-P-06/07/2015]","AHMEDNAGAR-L-100, MIDC,,NIMBALAK RAOD",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,164.231594"
516,C. G. MARKETING PVT. LTD. - 9021658310,"sanjay radhakisan myana, BCO, [C-P-28/10/2005]","AHMEDNAGAR-S. NO. 3, PLOT NO. 24 - B, TIWARI BUNGLOW, SAHAKAR NAGAR,,SAVEDI, AHMEDNAGAR",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,164.596114"
517,Darshan Medical & Genral Stores - 9860345350,"gorkshanath bhagwat sangale, DPH, [186317-13/09/2016]","Dist. Ahmednagar-S.no. 75 A4 Plot no. 2 Kakasaheb Maske College Rd.,Renukanagar Bolegaon",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,165.448813"
518,DARSHAN MEDICAL AND GENERAL STORES - 9420745181,"sharad gangadhar adhav, [63829-15/07/2003]","AHMEDNAGAR-59/2, GAJANAN WASAHAT,,VADGAON ROAD,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,165.784207"
519,DECCAN PHARMA - 7588170407,"rajendra pandharinath chaudhari, DPH, [60118-24/12/2014]","AHMEDNAGAR-Survey No.12/29/122A,Plot No.A74, Flat No.1,Ground floor,Jai Residency,Bhistbag chowk, Behind Jagdamba Cloth Shop,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,166.09217"
520,DHANASHREE PHARMA - 9881654999,"nikhil suresh kale, DPH, [131085-17/04/2016]","AHMEDNAGAR-SHOP NO.1, FROM SOUTH, BASEMENT, PR. NO. Z439122595,,NEAR RADHESHAM COMPLEX, LINK ROAD, KEDGAON,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,166.973185"
521,DHANWANTARI MEDICAL - 9604141541,"hemant suresh raut, DPH, [115957-10/02/2016]","AHMEDNAGAR-SHOP NO. 01, (SOUTH SIDE), 1st FL, PLOT NO. 6/2, SILVERKREST,RAMKRUSHNA BLD WING-A, SHRIDIP HOS.,ST.RD. PR.No. Z418101111",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,167.29701"
522,Dhanwantari Medical And General Stores. - 9860814246,"niteen shivaji jagtap, DPH, [105420-24/01/2012]","Ahmednagar-C.S.No.127,(138), 3/1,,At post Vilad, Water Tank,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,167.611886"
523,Durwankar Medical And General Stores. - 9960015000,"ravina vijay kharat, DPH, [132423-22/09/2014]","Ahmednagar-Plot No. 193/1/3/2+3/3,Daule Hospital, Savedi Ahmednagar",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,168.829053"
524,GARUD MEDICAL AND GENERAL STORES - 9011113171,"balasaheb trimbakrao narote, DPH, [45528-02/01/2014]","AHMEDNAGAR-GROUND FLOOR, MALMATTA NO. 161, PLOT NO. 43/50,,GARUD HOSPITAL, MANMAD ROAD, SAVEDI",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,170.380259"
525,GLAXICO HEALTHCARE PRIVATE LIMITED - 9404059004,"vikas raosaheb phanse, BPH, [83034-08/09/2016]","AHMEDNAGAR-SHOP NO. 03, (NORTH SIDE), GR. FLOOR, PROPERTY NO. 15 F,,NEAR WATER TANK, NEAR GRAMPANCHAYAT OFFICE,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,170.696056"
526,Gundu Bazar Medical Stores. - 9890072345,"pravin dattatraya gundu, DPH, [22260-29/12/2011]","Ahmednagar-137/1, Chandralok Apartment,,Dilligate, Ahmednagar",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,171.632909"
527,GURU GANESH MARKETING - 9422220334,"dinesh fulchand dungarwal, HSC, [C-P-05/12/2015]","AHMEDNAGAR-SHOP NO. 05, (SOUTH SIDE) GR. FLOOR, S. NO. 323/1 A/1,,PL. NO. 19A, PR. NO. Z155058679, SAVEDI SHOPPING COMPLEX,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,171.944485"
528,Gurudev Medical & Mini Market - 9999999999,"sunil ramchand madhwani, DPH, [31030-06/10/1995]","Dist Ahmednagar-Shop no. 2, Plot no. 269/46 Plot no. 8/A/6,Gulmohar Rd. Savedi",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,172.253382"
529,HARIHAR MEDICALS - 9881177772,"kunal vishwanath lahoti, DPH, [77199-08/06/2016]","AHMEDNAGAR-SHOP NO.1, (WEST SIDE ), GR FL, PR NO. Z22078709,C NO. 106/A,NEAR KANHUR PATHAR PATSANSTHA, DELHI GATE",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,172.584466"
530,HARIOM MEDICAL & GENERAL STORES - 9999999999,"laxmikant shankar dahale, DPH, [1800-14/12/2012]","AHMEDNAGAR-MIKAT NO.4088, C. S. NO. 5638A,,CHITALE RAOD AHMEDNAGAR",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,172.965453"
531,HARIOM MEDICAL & GENERAL STORES - 9975753238,"sheetal ishwar kale, DPH, [101104-07/11/2009]","dist ahmednagar-m.no.161,,at & post dehre, tal.ahmednagar",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,173.310543"
532,HARSH HEALTH CARE - 9422229693,"manisha mahesh athre, BSC, [C-P-26/05/2015]","District Ahmednagar-Survey no.101,plot no,101,near kripal ashram,miskin mala,near T.V. center,savedi,ahmednagar",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,173.634591"
533,Harsh Medical & Genral Stores - 9881524256,"savita santosh pande, DPH, [65938-05/06/2007]","Dist. Ahmednagar-SHOP. NO.1, (FROM SOUTH), GROUND FLOOR, PROPERTY NO.745,,AT-POKHARDI, POST-SHENDI, TAL-NAGAR",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,174.026858"
534,HARSHAL PHARMA - 9271536438,"harshal surendra ahshtikar, DPH, [118672-07/06/2016]","AHMEDNAGAR-SHOP NO. 1 & 2 SOUTH SIDE, PR. NO. Z155058481 & Z155058482,,CS NO. 10/1, B/H RENAVIKAR SCHOOL, SUKHOI APPARTMENT, SAVEDI",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,174.399537"
535,HEALTHCARE MEDICAL - 9890034786, ,"AHMEDNAGAR-CTS.NO. 3880, GULSHAN PALACE ,GROUND FLOOR ,GALA NO. 2,JUNA BAJAR ROAD",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,174.725486"
536,HOSPI CARE - 9226113015,"pramod ashok shahane, OTH, [C-P-07/03/2011]","Ahmendagar-S.No. 46/2, Plot No. 3+4+5, Anand Vihar Aparatment,,Malahar Chowk, Station Road,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,175.117662"
537,HumAni Pharma - 9890276062,"krushna mohiniraj kashid, DPH, [82527-08/04/2011]","Dist : Ahmednagar.-C.S.No.12/7/10/11/2 First Floor, Plot No.18,,Kushaba Nagari, Bhistabag Savedi,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,175.464391"
538,Ingale Pharma - 9823847584,"jatin ramchandra ingale, OTH, [C-P-30/12/2000]","Dist. Ahmednagar-Ghar no. 1485-86 C.S.No. 1653E,Room no. 1,Kinkagate Road.",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,175.776849"
539,ISHA PHARMA - 9767445564,"shaikh sameer umar, BSC, [C-P-25/04/2013]","AHMEDNAGAR-MILKAT NO. 346, BLOCK NO. 13,MULLA COLONY , NEAR RATIONDUKAN, NAVEEN MUKUNDNAGAR",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,176.401566"
540,ISHWARI MEDICAL AND GENERAL STORES. - 9762376236,"santosh ramdas gawali, DPH, [101992-04/06/2011]","Ahmednagar-C.S.No.104/2, Plot No.25,Chetna Colony, Navnagapur,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,176.796325"
541,J. S. K. PHARMA - 9890544281,"imran mustak khan, BSC, [C-P-01/10/2015]","AHMEDNAGAR-GALA NO. 01, GAT NO. 338/1, PLOT NO. 73,,MALMATA NO. Z 388100444, NEAR MEHRAJ MASID, DARGA DAYARA RD.",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,177.722683"
542,JAY MALHAR MEDICAL AND GENERAL STORES - 9689400202,"vivek pradip walkar, DPH, [166514-03/12/2014]","AHMEDNAGAR-S.NO.87A PLOT NO.,6B, KAVIJUNG NAGAR, NR INSPECTOR BANGLOW,NAGAR AURANGABAD ROAD",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,178.371187"
543,JEEVANDHARA MEDICAL AND GENERAL STORES - 9552769325,"sandhya bhausaheb dhumal, DPH, [91775-14/03/2012]","AHMEDNAGAR-GLR S. NO. 3/3947, ROOM NO. 6, FIRST FLR,TARAKPUR CANTONMENT,KRUPA NURSING HOME, THOLAR COMPOUND, OPP TARAKPUR BUS STAND,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,178.698844"
544,JEEVANDHARA MEDICAL AND GENERAL STORES - 9766277763,"shubham balasaheb unhale, DPH, [183233-26/10/2016]","AHMEDNAGAR-SHOP NO. 1(FROM EAST), GR FL, JEEVANDHARA HOSPITAL,,PR. NO. Z16000007, PL NO. 196/12, SAVEDI,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,179.089639"
545,KALESHWARI MEDICAL AND GENERAL STORES - 9960984660,"ramakant rohidas kedar, BPH, [124755-06/02/2015]","TAL PARNER-MILKAT NO. 185,,AT POST JAMGAON",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,179.754221"
546,KALPATARU MEDICAL AND GENERAL STORES - 9822758381,"santosh rameshwar bihani, BPH, [57420-17/03/2008]","AHMEDNAGAR-H.NO.33, GALA NO.1,,AT POST BURHANNAGAR BANESHWAR COLONY",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,180.127851"
547,KARUNA MEDICAL - 9421438227,"rupali vijay bhakare, DPH, [192317-09/12/2016]","AHMEDNAGAR-SHOP NO.1 (SOUTH SIDE), PR. NO. Z422106403, S. NO. 127B 4+5,OPP. SIDDHIVINAYAK HOSPITAL, SAKKAR CHAUK,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,180.774355"
548,KHEDKAR MEDICLAS - 9028031783,"manoj babasaheb khedkar, DPH, [126640-05/05/2015]","SAVEDI , AHMEDNAGAR-TPS.NO.4, PLOT NO.5,SUB PLOT NO.1,GROUND FLOOR GALA NO.1,,TRIMURTI CONSTRUCTION,NEAR SR PETROL PUMP, BALIKASHRAM ROAD,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,181.441016"
549,Kohinoor Pharma - 9420801829,"shri umesh champalal tathed, OTH, [C-P-30/04/2011]","Dist : Ahmednagar.-C.S.NO.4132,H.No.7424, BramhanGalli, Maliwada,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,181.860073"
550,KONARK MEDICAL & GENERAL STORES - 9923730251,"indrapal hukum singh, DPH, [157397-01/07/2014]","BHINGAR ,AHMEDNAGAR-S. NO. 281/1B, PLOT NO 1, SHOP NO. 1B,NEAR BHINGAR HIGH SCHOOL, SOURABH NAGAR, NAGAR PATHARDI ROAD",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,182.177676"
551,KRUTARTH MEDICAL AND GENERAL STORES - 9209318567,"atul namdeo gunaware, DPH, [87200-26/10/2010]","AHMEDNAGAR-PLOT NO. 112, S.NO. 254, NEW ASHISH COLONY,,BEHIND PHARMACY COLLAGE, COTTAGE CORNER SAVEDI",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,182.488733"
552,KULKARNI MEDICAL AND GENERAL STORES - 9422232224,"mandar dinkar gokhale, [115946-01/12/2011]","AHMEDNAGAR-C.S.NO.25, PLOT NO.2&3, WARD NO.51, KULKARNI HOSPITAL AND,MATERNITY HOME, MORYA SANSKRUTIK KENDRA,PIPELINE ROAD,SAVEDI",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,183.150061"
553,LARSEN AND TOUBRO LIMITED - 9422229171,"rajendra govindrao patil, OTH, [C-P-08/02/2005]","AHMEDNAGAR-PLOT NO. A-9, ROOM NO. 1,M.I.D.C. NAGAPUR",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,183.745219"
554,LIFE CARE MEDICAL AND GENERAL STORES - 9730142525,"chetan prakash pawar, DPH, [155903-]","AHMEDNAGAR-SHOP NO. 1, GUT NO. 24, 25/1, 25/2, PLOT NO. 279,,SAISIDDHI HOSPITAL, VAISHNAVNAGAR CHOWK, KEDGAON,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,184.432288"
555,LIFE GUARD MEDICOS - 9422236174,"vijay manikrao nikam, BSC, [C-P-07/10/2009]","dist ahmednagar-B-204,prerna arcade,,opp.tarakpur bus stand,ahmednagar,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,184.825015"
556,LIFECARE MEDICAL & GENERAL STORES - 7841051588,"mohsin sadiq shaikh , DPH, [97000-28/10/2015]","AHMEDNAGAR-SHOP NO.1 (Fr. North), Ground Floor,C.S NO. 2117/C,,MALMATTA NO. Z215086529, PLOT NO. 2053, DAWARE GALLI,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,185.172833"
557,LOTUS SQUARE MEDICALS AND GENERAL STORES - 9403733409,"vikas laxmikant sontakke, DPH, [16579-26/05/2014]","SAVEDI, AHMEDNAGAR-S. NO. 25/2, PLOT NO. 1,NISHIGANDH,KALANAGAR,GULMOHAR RD,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,185.491632"
558,Manohar Medical And General Stores. - 9766340635,"priyanka ashok shinde, DPH, [113709-02/02/2014]","Taluka Dist Ahmednagar-C.S.No.306, H.No.56,,Kapurwadi,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,186.78099"
559,MAULI MEDICAL AND DEPARTMENTAL STORES - 9552532899,"yogesh sopanrao, DPH, [67748-23/10/2013]","AHMEDNAGAR-C. S. NO. 43/1B+1A2, GAT NO. 19A,SAMARTHNAGAR,OPP. SAGAR HOTEL, PIPELINE ROAD",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,187.450594"
560,MEDIBLESS PHARMA PVT LTD - 9049262649,"umesh sunil sole, DPH, [95435-23/04/2015]","JAKAHNGAON-GRAM PANCHYAT MILKAT NO. NO.211, GROUND FLOOR,BHISE MALA,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,188.652223"
561,Medilink Pharma - 9657209234,"anil bhausaheb thorve, BSC, [C-P-30/01/2012]","Ahmednagar-H.NO.5259, Nagare Galli,,Juna Bazar,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,188.975366"
562,MIRA LIFE CARE MEDICAL AND GENERAL STROES - 9881001006,"sadique shamshuddin shaikh, DPH, [48534-13/03/2013]","AHMEDANGAR-H.NO. 1076, 1002,,MAULANA AZAD ROAD, TELI KHUNT",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,189.36077"
563,MORESHWAR MEDICAL AND GENERAL STORES - 9423733365,"anil madhusudan badve, DPH, [39655-23/03/2010]","Dist. Ahmednagar-5120,, court galli,ahmednagar",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,189.767916"
564,NARENDRA MEDICAL & GENERAL STORES - 9403161718,"ganesh bapu mane, BPH, [65967-10/10/2013]","AHMEDNAGAR-S. NO. 416/3, PLOT NO. 1,KEDGAON",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,190.647539"
565,NAVARANG DISTRIBUTORS - 9403616563,"rohit vinod jangam, DPH, [147201-28/10/2013]","AHMEDNAGAR-SHOP NO. 9, GROUND FLOOR, MAHADEO APARTMENTS, S. NO. 26/14,,PLOT NO. 6 & 7, PIPELINE ROAD, OPP. TULJABHAVANI MANDIR,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,191.033871"
566,NEW ATHARV MEDICAL & GENERAL STORES - 9730719137,"amol baban pund, DPH, [139856-18/10/2014]","SAVEDI, AHMEDNAGAR-TPS No.4 ,CTS No. 273/23, GROUND FLOOR ,SHOP NO.3,,JINENDRA APARTMENT,NEAR SAMARTH VIDYA MANDIR, KUSTADHAM ROAD",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,191.633463"
567,NEW JIVANDHARA MEDICAL AND GENERAL STORES - 9552769325,"uttam dattatraya gadage, DPH, [70705-02/02/2015]","AHMEDNAGAR-CS.NO.103, GALA NO.3, GROUND FLOOR, MANGALMURTI HSG SOCIETY,OPP.SHANI GANPATI, DELHIGATE",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,191.974818"
568,NEW SANJARI MEDICAL & GENERAL STORES - 9860062000,"shaikh dishan kalinder , DPH, [148413-27/01/2016]","AHMEDNAGAR-SHOP NO.5 (From West), CS NO. 345/1, PR. NO. Z385097098,,ABHINAV APPARTMENT, SAINAGAR, FAKIRWADA, GOWINDPURA,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,192.67463"
569,OMKAR MEDICAL AND GENERAL STORES - 9028985798,"vishal thakaram tambade, DPH, [153345-30/01/2015]","BURHANNAGAR, AHMEDNAGAR-MILKAT NO.195/02, GROUND FLOOR, GALA TOWARDS WEST,OPP. RENUKA TEMPLE",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,193.656471"
570,OMKAR MEDICAL AND GENERAL STORES - 9822810268,"digamber karbhari dahatonde, DPH, [118661-13/11/2014]","AHMEDNAGAR-SR.NO.49/2A2 /PLOT 1+3+4+5+6/1 TO 4/1, MILKAT NO 1353,,GROUND FLOOR GALA NO. G3, NAV NAGAPUR",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,194.023783"
571,ONKAR MEDICAL & GENERAL STORES - 9403567990,"anant sahebrao vidhate, DPH, [68387-27/08/2013]","AHMEDNAGAR-GUT NO. 6/1, PLOT NO. 29, GALA NO.1,,SUCHETANAGAR, KEDGAON,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,194.342826"
572,ORBITEC PHARMA - 9422239548,"sunita prashant gadia, BPH, [28733-10/09/2009]","ahmednagar ,dist.ahmednagar-shop no.92,sec.5,plot no.194,t.p.scheme no.3,,m.r. trade center,wadia park,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,195.011672"
573,PARAS DISTRIBUTOR - 9404785581,"shri dhoka amit ravindra, BCO, [C-P-17/01/2013]","AHMEDNAGAR-2568, BURUD GALLI,JUNA BAZAR ROAD",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,196.0171"
574,PARKHE MEDICAL AND GENERAL STORES - 9823503373,"manisha mukund dixit, DPH, [47339-19/12/2012]","AHMEDNAGAR-1511, KINGS GATE,,BRAHMAN GALLI, KOTLA RAOD,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,196.34749"
575,PAWANHANS MEDICARE - 9511115005,"sharad jagannath kasar, OTH, [C-P-17/09/2014]","AHMEDNAGAR-A-37, PRERANA ARCADE, OPP TARKAPUR BUS STAND 4/170 MANMAD RD,AT & POST CAMPNAGAR, G L R S.NO.3, PRERANA ARCADE, PHASE A, SHOP NO.A-37",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,196.676218"
577,PEARL MEDICO CARE - 8007915577,"gopinath sukhadev urmude, BSC, [C-P-19/09/2014]","AHMEDNAGAR-CTS No. 3431/C,OFFICE NO.102, KAILASH TOWERS, SECOND FLOOR,AZAD CHOWK , URBAN BANK ROAD,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,197.331795"
578,RIBBON HEALTHCARE PVT.LTD. - 8857964480,"sachin mahadeo bodkhe, DPH, [124358-09/05/2012]","AHMEDNAGAR-C/O UMA ENTERPRISES, H.NO. 298, C.S.NO. 223,,SATBHAI GALLI, CHITALE ROAD,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,198.917206"
579,ROSSWELL HEALTHCARE - 9766333383,"ravikiran prabhakar shinde, BPH, [72066-16/02/2016]","AHMEDNAGAR-SHOP NO.2, 1ST FL, MILKAT NO. 637, CS. NO. PL NO. A/1,,DONGRE NIWAS, JAMKHED ROAD, JAKAT NAKA, AT POST DAREWADI,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,199.253723"
580,Salasar Medicos - 9881993311,"mahesh vijaykumar bihani, BCO, [C-P-06/06/2011]","Ahmednagar-H.NO.2196, Gandhi Niwas,,First Floor Aadate Bazar,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,202.963391"
581,Sankeshwar Medical & Genral Stores - 9049627153,"pankaj dhanraj bhalgat, DPH, [41238-29/11/2004]","Dist. Ahmednagar-Milkat no. 7385/2A, Gala no. 2, Parmar Vihar,,PRANAV Vihar, Balikashram Rd.",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,205.702562"
582,Sara Distributors,"shri shaikh shafique muntuiya, OTH, [C-P-19/10/2011]","Ahmednagar-S.No. 34/2, Plot No 15, Room No. 2,1st Floor, Mukundnagar,Dargadayara",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,206.372655"
583,SARA MEDICAL STORES - 9422227414,"shobha dnyandeo chavan, DPH, [119494-23/09/2013]","AHMEDNAGAR-PLOT NO. 210, AMAN PATIL ROAD,,MALIWADA",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,206.786541"
584,SARAS MEDICAL AND GENERAL STORES - 9422791827,"amit mansukhlal pitale, DPH, [41814-09/03/2000]","AHMEDNAGAR-PROPERTY NO. 3896, HOUSE NO. 5205,,NANGARE LANE,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,207.187896"
585,SARSWATI MEDICAL & GENERAL STORES - 9999999999,"anil shivlal bhandari, DPH, [20163-01/01/1989]","AHMEDNAGAR-H. NO. 7033,,SARDAR PATEL ROAD, AHMEDNAGAR",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,207.91686"
586,SHANESHWAR MEDICAL AND GENERAL STORES - 9730738804,"santosh chandrabhan kadam, DPH, [96206-10/10/2016]","AHMEDNAGAR-Milkat No- 576,At-Post- SHENDI,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,209.763028"
587,SHANESHWAR MEDICAL AND GENERAL STORES - 9270545595,"nilesh namdevrao kale, DPH, [101707-20/08/2016]","AHMEDNAGAR-SHOP NO.1, FROM SOUTH, GR FL, PR. NO. Z22079530,,CS. NO. 444, SHITALADEVI MANDIR, THAKUR GALLI,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,210.104035"
588,SHARDA PHARMA - 9422228746,"shri dinesh vilas shinde, OTH, [C-P-14/06/2012]","AHMEDNAGAR-S.NO. 3950,,JUNA BAZAR,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,210.85062"
589,SHARDA WORLD PVT LTD - 7588029806,"ganesh jalindar late, BPH, [92592-01/01/2015]","AHMEDNAGAR-MILKAT NO.4186, S.No. 277/1A 1, PLOT NO 50, GROUND FLOOR ,,SHOP NO.,2 , NAGARDEWLE (BURHANNAGAR)",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,211.238975"
590,"Shivparvati Corner, Medical and General Stores. - 8421373901","bhausaheb maruti bhalke, DPH, [30577-27/05/2011]","Dist : Ahmednagar.-C.S.No.7384/3+4, Gala No.1,,Shivparvati Apartment, Balikashram Road,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,212.811896"
591,SHLOK MEDICARE - 9226932299,"shital ravindra sule/shital shahajirao gavhane, DPH, [152414-26/03/2015]","AHMEDNAGAR-PLOT NO. 31, MALMATTA NO. 61/6(Z161063927), GROUND FLOOR,PIPE LINE ROAD, SHRIRAM CHOWK, SAVEDI",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,213.570651"
592,SHREE HARESHWAR MEDICAL AND GENERAL STORES - 9823293480,"suvarna khandu pawar, DPH, [68898-31/10/2012]","AHMEDNAGAR-T.P. 4, FINAL PLOT NO. 4/1/6 PARAG CORNER,MAHAVIR NAGAR, AHMEDNAGAR",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,213.986618"
593,Shree Pharma - 8888945775,"kishor girdharlal daswani, SSC, [C-P-09/10/2004]","Ahmednagar-Shop No. 162, C.S.No.3886 & 3887, A,B,C, Madhusudan,Apartment, Nagare Galli, Ahmednagar.",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,214.376374"
594,SHREYARTH PHARMA - 9822040626,"prashant suresh wagmaskar, [46456-12/05/2016]","AHMEDNAGAR-SHOP NO.3, FORM NORTH, GR FL, PR NO. Z213084958,CS NO. 5019,,ADARSH CHEMBER, NEAR DEVI MANDIR, SABJAIL CHOUK,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,216.033041"
595,SHRI BANESHWAR MEDICAL AND GENERAL STORES - 9028036709,"girish gorakhnath sathe, DPH, [57849-23/12/2005]","AHMEDNAGAR-MILKAT NO. 147/A/1 , GALA NO. 1,AT POST BURHANAGAR TALUKA AHMEDNAGAR",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,216.709518"
596,SHRIKRUSHNA PHARMA - 9822940507,"ashok bhausaheb jare, BSC, [C-P-21/11/2007]","AHMEDNAGAR-C. S. NO. 3876/1, GALA NO. 2,1ST FLOOR, KAKADE SADAN, NANGARE GALLI, JUNA BAJAR",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,220.790282"
597,SIDDHESHWAR MEDICAL AND GENERAL STORES - 9028656306,"ambadas balasaheb mutkule, DPH, [132736-15/10/2012]","AHMEDNAGAR-GUT NO. 102/1/PLOT NO. 11,,DANGAT MALA, NAVNAGAPUR,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,221.46579"
598,SIDDHESHWAR MEDICAL AND GENERAL STORES - 9999999999,"ravindra rambhau malawade, DPH, [68751-14/10/2003]","AHMEDNAGAR-MILKAT NO. 989, GALA NO. 2,AT POST ARANGAON, MEHARABAD",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,221.873301"
599,SIDHESHWAR MEDICAL & GENERAL STORES - 9822059019,"sudhir namdeorao landge, [115669-11/11/2010]","AHMEDNAGAR-C.S. NO. 4662,LANDGE BLD., MALIWADA, MAHATMA PHULE ROAD",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,222.214312"
600,SUBHASH PHARMA - 9028838750,"milind shankar ganar, HSC, [C-P-09/12/2009]","dist ahmednagar-s.no.275/1,plot no.7,bagade mala,,balikashram rd,ahmednagar",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,873,222.866718"
