firm_name,address,licenses,reg_pharma_comp_person,tooltip
NANAK MEDICAL AND GENERAL STORES - 9226424763,"BHUSAWAL-C.S.No.139+140+172A/1+2B, Room No.453,,Siyaram Complex, Sindhi Colony,",RH - 3,"nanak jaipal budhrani, DPH, [64508-23/07/2004]","['License: ', '20-20/2089 (Validity: 10/07/2018)', '20C-77773 (Validity: 11/07/2018)', '21-21/2089 (Validity: 10/07/2018)']"
NANU MEDICAL & GENERAL STORES - 9823059558,"Temple Road Bhusawal-C.S.NO. 206/1+2+4 to 11, P. No. 59/10 & 59/17, In,Premises of PRATIBHA HOSPITAL., Purushottam Nagar, Gayatri",R - 2,"jyoti prabhakar mali, DPH, [60744-06/05/2008]","['License: ', '20-20/2724 (Validity: 30/05/2018)', '21-21/2724 (Validity: 30/05/2018)']"
NATIONAL AGENCY - 8624070573,"Jalgaon 425001-Room No. 1, House No. 1801, Khidaki Mohalla,,At post Varangaon Tal Bhusawal",WH - 3,"hina kausar abdul gaffar, BSC, [C-P-11/04/2016]","['License: ', '20B-68664 (Validity: 04/02/2018)', '20D-68666 (Validity: 04/02/2018)', '21B-68665 (Validity: 04/02/2018)']"
NATIONAL MEDICAL AND GENERAL STORES - 9422277096,"BHUSAWAL-SHOP NO. 1, C.S.T. NO 21/1, HOUSE NO 3/2211,KHADKA ROAD",RH - 3,"akhlaque rashid shah, DPH, [67734-22/12/2004]","['License: ', '20-20/2170 (Validity: 21/12/2019)', '20C-69941 (Validity: 31/01/2018)', '21-21/2170 (Validity: 21/12/2019)']"
NAVAJEEVAN MEDICALS - 9420787946,"BHUSAWAL-265/1/10,,STATION ROAD,",RH - 3,"yogendranath haribhau bhirud, DPH, [12257-01/04/1992]","['License: ', '20-186341 (Validity: 31/12/2021)', '20C-186342 (Validity: 31/12/2021)', '21-186343 (Validity: 31/12/2021)']"
NAVJEEVAN DISTRIBUTORS - 9665031357,"BHUSAWAL-SHOP NO.1, 1ST FLOOR, HOUSE NO.1/10, SERVE NO. 62A/63A,,STATION ROAD, NEAR PEOPALS BANK,",W - 2,"vijay ghanshyam bhirud , BCO, [C-P-28/12/2005]","['License: ', '20B-20B/803 (Validity: 20/12/2017)', '21B-21B/686 (Validity: 20/12/2017)']"
NAVJIVAN AGENCIES - 9370056892,"BHUSAWAL-BLOCK NO 19, SAGAR PALACE APPT. SAHAKAR NAGAR,MAIN RAOD",W - 2,"anil tukaram chaudhari , HSC, [C-P-09/04/2010]","['License: ', '20B-20B/1555 (Validity: 08/04/2020)', '21B-21B/1408 (Validity: 08/04/2020)']"
NEW AKASH MEDICAL STORES - 9823060465,"BHUSAWAL-PLOT NO 10, SHOP NO 1 SAIPUSHPA HOSPITAL AWAR,YAWAL ROAD",R - 2,"kaushal ramesh nemade, DPH, [146611-01/07/2016]","['License: ', '20-152472 (Validity: 05/05/2021)', '21-152473 (Validity: 05/05/2021)']"
NEW DWARKA ENTERPRISES - 9860552211,"TAL-BHUSAWAL-DR. BABASAHEB AMBEDKAR SHOPPING COMPLEX,AT.POST-KANDARI",W - 2,"udaykumar pralhad gawale, BSC, [C-P-20/06/2011]","['License: ', '20B-33731 (Validity: 10/07/2021)', '21B-33732 (Validity: 10/07/2021)']"
New Life Chemist and General Stores - 9326135347,"Bhusawal-Beside New Life Hospital, Near to Bank of India, Jamner Road,C. S. No. 3292 A/2, New House No. 4/356",RH - 3,"abdul jamal nasir shaikh, DPH, [58778-15/05/2012]","['License: ', '20-53265 (Validity: 27/05/2017)', '20C-53267 (Validity: 27/05/2017)', '21-53266 (Validity: 27/05/2017)']"
NEW MAHAJAN MEDICAL & GENERAL STORES - 7758883472,"BHUSAWAL-HOUSE NO.5/327, SHOP NO.1,PROFESSER COLONY, NEAR BIYANI SCHOOL",RH - 3,"kumar jeevan choudhari, DPH, [75509-27/09/2016]","['License: ', '20-20/2804 (Validity: 14/12/2018)', '20C-20C/1202 (Validity: 14/12/2018)', '21-21/2804 (Validity: 14/12/2018)']"
NEW MAHALAXMI MEDICAL AND GENRAL STORES - 9860555650,"BHUSAWAL-HOUSE NO. 7/1670, PLOT NO. 14, FIRST FLOOR,,HINDU HOUSING SOCIETY, YAWAL ROAD,",RH - 3,"parag sudhakar talele, DPH, [77545-16/11/2011]","['License: ', '20-42452 (Validity: 12/09/2019)', '20C-42454 (Validity: 12/09/2019)', '21-42453 (Validity: 12/09/2019)']"
NEW NIRMAL MEDICAL - 9989905234,"BHUSAWAL-SHOP NO.1, C.S.T.NO.3873/4, HOUSE NO.2337,,NEAR PANCHMUKHI HANUMAN MANDIR, JALGAON ROAD,",R - 2,"sonia vikas patil, DPH, [127618-02/04/2013]","['License: ', '20-20/2701 (Validity: 27/03/2018)', '21-21/2701 (Validity: 27/03/2018)']"
NEW ROYAL MEDICAL AGENCY - 9923094838,"BHUSAWAL-SHOP NO. 29, GAT NO. 137, C.S.NO.18,,IDGAHA SHOPPING COMPLEX, KHADKA ROAD, KHADKA SHIVAR,",WH - 3, ,"['License: ', '20B-34448 (Validity: 24/07/2021)', '20D-34450 (Validity: 24/07/2021)', '21B-34449 (Validity: 24/07/2021)']"
NEW SAYAR MEDICAL AND GENERAL STORES - 9822311850,"BHUSAWAL-MALMATTA NUMBER 1817, PROFESSOR COLONY,BEHIND BHIRUD HOSPITAL",R - 2,"minakshi vasant patil, DPH, [52049-01/05/2014]","['License: ', '20-20/1911 (Validity: 06/05/2018)', '21-21/1911 (Validity: 06/05/2018)']"
NIDA MEDICAL & GENERAL STORES - 9226529678,"BHUSAWAL-SHOP NO.5, PLOT NO.1, C.S.T.NO.38/A/3,,KHADKA ROAD,",R - 2,"rehan sayad, DPH, [47616-02/12/2003]","['License: ', '20-20/1975 (Validity: 01/12/2018)', '21-21/1975 (Validity: 01/12/2018)']"
NIMJAI MATA MEDICAL AND GENERAL STORES - 9970261324,"BHUSAWAL-SHOP NO. 1, HOUSE NO. 5/482, PLOT NO. 4, SERVE NO. 141/A,ANKUR HOSPITAL AWAR, JAMNER ROAD",RHX - 4,"sagar digambar patil, DPH, [113280-09/02/2015]","['License: ', '20-114022 (Validity: 19/02/2020)', '20C-114024 (Validity: 19/02/2020)', '20F-114025 (Validity: 19/02/2020)', '21-114023 (Validity: 19/02/2020)']"
NINAD MEDICAL AND GENERAL STORES,"BHUSAWAL-C.S.NO. 3292A/31/1, FIRAKE BUILDING,,NEAR PANDURANG TALKIES,",RH - 3,"satish rambabu agrawal, DPH, [76000-09/08/2012]","['License: ', '20-50477 (Validity: 12/04/2017)', '20C-50479 (Validity: 12/04/2017)', '21-50478 (Validity: 12/04/2017)']"
OJASVI ENTERPRISES - 9923344475,"JAMNER ROAD, BHUSAWAL-ROOM NO.1 & 2, 1ST FLOOR, C.S.T.NO.122(P),,PLOT NO. 80&81, GALA NO.94, HUDCO COLONY,",W - 2,"sau. neha nitin yawalkar, BSC, [C-P-27/08/2008]","['License: ', '20B-20B/1474 (Validity: 26/08/2018)', '21B-21B/1325 (Validity: 26/08/2018)']"
OM MEDICAL AGENCIES - 7888288250,"BHUSAWAL-S.NO.199/1B ,PLOT NO.6, FIRST FLOOR,LAXMI NAGAR, VANJOLA ROAD,",WH - 3,"pankaj vishwanath shinde, DPH, [90091-28/01/2016]","['License: ', '20B-140813 (Validity: 11/02/2021)', '20D-140815 (Validity: 11/02/2021)', '21B-140814 (Validity: 11/02/2021)']"
OM MEDICAL & GENERAL STORES,"BHUSAWAL-C.S.T.NO.8/2, PLOT NO.5, SHOP NO.1,GANDHI NAGAR",R - 2,"kapileshwari jayanand salunkhe, DPH, [39328-31/03/2003]","['License: ', '20-20/1894 (Validity: 30/03/2018)', '21-21/1894 (Validity: 30/03/2018)']"
OM MEDICAL AGENCIES - 9881443001,"VARANGAON-ROOM NO.1/2, HOUSE NO.2772, CSN 3093,SRV NO.1979,,PLOT NO.17, STATION ROAD,",RW - 4,"sudhir dnyandeo ingale, DPH, [17068-30/12/2006]","['License: ', '20-187031 (Validity: 29/12/2021)', '20B-187032 (Validity: 29/12/2021)', '21-187033 (Validity: 29/12/2021)', '21B-187034 (Validity: 29/12/2021)']"
OM MEDICO AND GENERAL STORES - 9923715266,"BHUSAWAL-SHOP NO.4,FILNAL PLOT NO.144/108,,JALGAON ROAD, KADU PLOT,",R - 2,"hemant mukund gandhele, DPH, [80818-06/11/2006]","['License: ', '20-171700 (Validity: 05/11/2021)', '21-171701 (Validity: 05/11/2021)']"
OM SIDDHAY MEDICAL & GENERAL STORES - 9373440269,"BHUSAWAL-TPS NO.1, FINAL PLOT NO.73, CSN.126/9, PLOT NO.3,,ANAND NAGAR, NEAR YASH HOSPITAL, JAMNER ROAD,",R - 2,"sau.tanuja gunavant mahajan, DPH, [131894-25/09/2012]","['License: ', '20-20/2960 (Validity: 08/12/2019)', '21-21/2960 (Validity: 08/12/2019)']"
OMKAR MEDICAL AND GENERAL STORES - 9595081501,"BHUSAWAL-S.NO.221/2+4, HOUSE NO.10/1/2115,MUKTAI COLONY, JALGAON ROAD",RH - 3,"amol arvind mahajan, DPH, [135512-04/11/2015]","['License: ', '20-133530 (Validity: 09/11/2020)', '20C-133532 (Validity: 09/11/2020)', '21-133531 (Validity: 09/11/2020)']"
OMKRUSHNA MEDICAL AND GENERAL STORES - 9422277705,"BHUSAWAL-PLOT NO. 16, S. NO. 206/A, BADRI PLOT, PURUSHOTTAM NAGAR,,GAYATRI MANDIR ROAD, JAMNER ROAD,",RH - 3,"ganesh dadarao walke, BPH, [138781-01/02/2017]","['License: ', '20-99718 (Validity: 09/07/2019)', '20C-99720 (Validity: 09/07/2019)', '21-99719 (Validity: 09/07/2019)']"
ONKAR MEDICAL & GENERAL STORES - 9923168934,"KANDARI-SHOP NO.10,,GRAM PANCHAYAT SHOPPING COMPLEX",RH - 3,"yogesh ramesh nemade, DPH, [45802-09/12/1998]","['License: ', '20-186346 (Validity: 31/12/2021)', '20C-186347 (Validity: 31/12/2021)', '21-186348 (Validity: 31/12/2021)']"
OSHO MEDICAL AND GENERAL STORES - 9021312707,"BHUSAWAL-SHOP NO. 1, P. NO. 4A, H. NO. 10/1407, C.S.NO.82/1/2,,SHANTI NAGAR, NEAR DHANYA GODOWN, YAWAL ROAD,",R - 2,"mahendra hari chaudhari, DPH, [55825-15/01/2014]","['License: ', '20-90377 (Validity: 03/02/2019)', '21-90378 (Validity: 03/02/2019)']"
P.K. MEDICALS - 8087130757,"BHUSAWAL-SHOPNO 7, KAMALA NEHARU SHOPPING COMPLEX,WEEKLY MARKET",RH - 3,"trambak balu chaudhary, DPH, [21903-01/01/1998]","['License: ', '20-186349 (Validity: 31/12/2021)', '20C-186350 (Validity: 31/12/2021)', '21-186351 (Validity: 31/12/2021)']"
PADAM MEDICARE - 9595085567,"BHUSAWAL-SHOP NO.1, C.S.T.NO.141A, HOUSE NO.5/482/2.,JAMNER ROAD,",RH - 3,"gautamchand inderchand jain, [33102-31/12/2009]","['License: ', '20-20/2965 (Validity: 30/12/2019)', '20C-20C/1284 (Validity: 30/12/2019)', '21-21/2965 (Validity: 30/12/2019)']"
PAKEEZA MEDICAL AND GENERAL STORES - 7875078731,"BHUSAWAL-PLOT NO.27, BLOCK NO.2, C.S.NO.58/1,32 KHOLI, PAKEEZA APPARTMENT, NEAR UMAR MASJID",RH - 3,"mr. sayyad shahid sayyad rauf, DPH, [122643-07/12/2015]","['License: ', '20-136443 (Validity: 21/12/2020)', '20C-136445 (Validity: 21/12/2020)', '21-136444 (Validity: 21/12/2020)']"
PANDURANG MEDICAL & GENERAL STORES - 9021703522,"HATNUR.-ROOM NO.1, HOUSE NO. 210/50A NO.259,NO.259",RH - 3,"milind pandurang mahajan, DPH, [111270-01/11/2010]","['License: ', '20-20/3105 (Validity: 31/10/2020)', '20C-87080 (Validity: 10/12/2018)', '21-21/3105 (Validity: 31/10/2020)']"
PARASNATH MEDICAL AND GENERAL STORES - 9420388420,"BHUSAWAL-129/1+2 SERVE NO., IN PLOT NO. 3, GOVINDA COLONY,BEHIND HOTEL SUHAS",RH - 3,"yogendra bhaiyalal harne, [59871-21/02/2015]","['License: ', '20-115840 (Validity: 16/03/2020)', '20C-115842 (Validity: 16/03/2020)', '21-115841 (Validity: 16/03/2020)']"
PARVATI MEDICAL AGENCIES - 9226758586,"BHUSAWAL-TALMAJAL HALL NO.1 & BASEMENT HALL NO.1,,C.S.T.NO.3877/28, KULKARNI PLOT,",WH - 3,"kiran premchand patil, DPH, [17200-01/10/2008]","['License: ', '20B-20B/188 (Validity: 30/09/2018)', '20D-20D/80 (Validity: 30/09/2018)', '21B-21B/174 (Validity: 30/09/2018)']"
PARVATI MEDICAL AND GENERAL STORES - 9923953777,"VARANGAON-HOUSE NO.1084, TALMAJALA, 1ST & 2ND FLOOR,,BAZAR GALLI",RH - 3,"moreshwar padmakar firke, DPH, [30983-16/04/2004]","['License: ', '20-20/1230 (Validity: 15/04/2019)', '20C-76556 (Validity: 15/04/2019)', '21-21/1230 (Validity: 15/04/2019)']"
PAWAN GENERAL STORES - 9421512228,"BHUSAWAL-SHOP NO.54,WEEKLY MARKET",S - 1, ,"['License: ', '20A-188108 (Validity: 31/12/2021)']"
PRABHU AGENCIES - 9890172561,"BHUSAWAL-SHOP NO.8, PLOT NO.110/10/2,,SHANTI COMPLEX, YAWAL ROAD,",W - 2,"narayan ramesh zope, HSC, [C-P-27/02/2002]","['License: ', '20B-20B/1269 (Validity: 08/09/2019)', '21B-21B/1126 (Validity: 08/09/2019)']"
PRASHANT MEDICAL & GENERAL STORES - 9999999999,"BHUSAWAL-687/1, OPP O SATARA BRIDGE,STATION ROAD",RH - 3,"pramod pandit patil, DPH, [19654-11/07/1987]","['License: ', '20-20/287 (Validity: 31/12/2017)', '20C-20C/687 (Validity: 31/12/2017)', '21-21/287 (Validity: 31/12/2017)']"
PRATAP MEDICAL AGENCIES - 9765045451,"A/P. SAKEGAON-GHAR NO. 488 ,GROUND FLOOR GALA,PATIL WADA,NEAR GRAMPANCHAYAT KARYALAY",RWH - 6,"prafulla vijaysing patil, DPH, [141212-05/07/2016]","['License: ', '20-158498 (Validity: 27/07/2021)', '20B-158500 (Validity: 27/07/2021)', '20C-158502 (Validity: 27/07/2021)', '20D-158503 (Validity: 27/07/2021)', '21-158499 (Validity: 27/07/2021)', '21B-158501 (Validity: 27/07/2021)']"
PRATIK MEDICAL & GENERAL STORES,"SUNASGAON-HOUSE NO 611,,MAIN ROAD",R - 2,"chandrakant nathu dhangar, DPH, [37971-21/03/2001]","['License: ', '20-20/1613 (Validity: 31/12/2017)', '21-21/1613 (Validity: 31/12/2017)']"
PRIEM CURE PHARMA - 9923448841,"BHUSAWAL-SHOP NO.6, C.S.T.NO.3111/25/3, 3111/25/4,&5,1ST FLOOR, SAMGTANI COMPLEX, NEW AREA WARD",W - 2,"amit chandrashekar bhadang, BSC, [C-P-04/10/2006]","['License: ', '20B-170039 (Validity: 03/10/2021)', '21B-170040 (Validity: 03/10/2021)']"
PRIYA MEDICAL AND GENERAL STORES - 7743834520,"SAKRI,-SHOP NO. 2, GRAMPANCHAYAT SANKUL ,,FRONT OF MILK DAIRY,",RH - 3,"pradip ramdas bairagi, DPH, [53255-13/10/2011]","['License: ', '20-43119 (Validity: 19/12/2021)', '20C-43121 (Validity: 19/12/2021)', '21-43120 (Validity: 19/12/2021)']"
PURVA MEDICAL & GENERAL STORES - 9049345334,"KANDARI-SHOP NO.2, SARVE NO.113/1+2, PLOT NO.1,VARANGAON ROAD,",R - 2,"sonali prakash mahajan, DPH, [80367-01/12/2010]","['License: ', '20-20750 (Validity: 15/12/2020)', '21-20751 (Validity: 15/12/2020)']"
RADHASWAMI MEDICAL & GENERAL STORES - 9999999999,"ORDNANANCE FACTORY-D. MARKET AREIA, ORDNANANCE FACTORY ESTATE,,MAIN RAOD",R - 2,"manohar nanakram makhijani, DPH, [36798-04/10/2009]","['License: ', '20-20/1401 (Validity: 31/12/2017)', '21-21/1401 (Validity: 31/12/2017)']"
RAJAN MEDICAL & GENERAL STORES - 9923181403,"VARANGAON-HOUSE NO.882,,STATION ROAD,",RH - 3,"nilkanth rama sarode, DPH, [14965-01/01/1998]","['License: ', '20-186827 (Validity: 31/12/2021)', '20C-186828 (Validity: 31/12/2021)', '21-186829 (Validity: 31/12/2021)']"
RAJASHRI MEDICAL & GENEAL STORES - 9021386701,"BHUSAWAL-C.S.T.NO.51/5, YESH HOSPITAL COMPOUND,ANAND NAGAR,",R - 2,"santosh vishanath phalak, DPH, [31898-16/11/2013]","['License: ', '20-20/2045 (Validity: 16/04/2019)', '21-21/2045 (Validity: 16/04/2019)']"
RAJHANS MEDICAL AGENCY - 9960940425,"BHUSAWAL-ROOM NO. 1, C.S.NO. 147/2B/2, PLOT NO. 5, HOUSE NO. 5/1/2065,JEEVAN RAKSHA HOSPITAL AWAR, JAMNER ROAD,",RWH - 6,"javed kadar abdul, DPH, [40600-22/08/2016]","['License: ', '20-85872 (Validity: 17/11/2018)', '20B-57493 (Validity: 17/11/2018)', '20C-85874 (Validity: 17/11/2018)', '20D-85875 (Validity: 17/11/2018)', '21-85873 (Validity: 17/11/2018)', '21B-57494 (Validity: 17/11/2018)']"
RAMDEV MEDICAL & GENERAL STORES - 9999999999,"BHUSAWAL-C.S.T.NO.3037/A/1,,WEEKALY MARKET,",RH - 3,"anil ramchandra tak, DPH, [33949-21/06/2001]","['License: ', '20-20/1660 (Validity: 31/12/2017)', '20C-20C/704 (Validity: 31/12/2017)', '21-21/1660 (Validity: 31/12/2017)']"
RAVI AGENCIES - 8446788374,"BHUSAWAL-SERVE NO.3105 C/12, HOUSE NO. 5/250/12, SHOP NO. 6,,GANRAJ APARTMENT, GANGARAM PLOT,",WH - 3,"ravikumar hanskumar lalwani, BSC, [C-P-23/11/2011]","['License: ', '20B-42339 (Validity: 06/12/2021)', '20D-42341 (Validity: 06/12/2021)', '21B-42340 (Validity: 06/12/2021)']"
RAVI MEDICAL STORES - 8087147354,"BHUSAWAL-ROOM NO. 17 SURVEY NO. 139+140+172 A/1+2B,SEVA MANDAL ROAD,SINDHI COLONY,",RH - 3,"manish mahesh lekhwani, DPH, [99082-15/01/2009]","['License: ', '20-20/2820 (Validity: 12/04/2017)', '20C-50520 (Validity: 12/04/2017)', '21-21/2820 (Validity: 12/04/2017)']"
RENUKA MEDICAL AND GENERAL STORES - 7709578913,"Bhusawal-Yashshree Hospital, Plot No.59/9 + 59 / 16,,Gayatri Shakti Peeth Road, Purushottam Nagar, Bhusawal.",RH - 3,"prasad balkrishna patil, DPH, [55640-02/12/2014]","['License: ', '20-110221 (Validity: 29/12/2019)', '20C-110223 (Validity: 29/12/2019)', '21-110222 (Validity: 29/12/2019)']"
REYAAN PHARMA HUB - 9371478180,"At post Tal Bhusawal-C.S.No. 131C, Plot No.01, H.No. 10/657,,Infront of Saikrupa Plaza, Sahkar Nagar,",WH - 3,"mr. chandan ravindra rane, DPH, [C-P-29/10/2013]","['License: ', '20B-87005 (Validity: 03/12/2018)', '20D-87007 (Validity: 03/12/2018)', '21B-87006 (Validity: 03/12/2018)']"
RISHABH JANAUSHADHI AND GENERAL STORES - 9175223931,"BHUSAWAL-SHOP NO.3, HOUSE NO.1/824,JAMNER ROAD , NEAR PANDURANG THEATER",RH - 3,"rahul ramesh tayade, DPH, [111391-31/12/2016]","['License: ', '20-134931 (Validity: 04/12/2020)', '20C-134933 (Validity: 04/12/2020)', '21-134932 (Validity: 04/12/2020)']"
ROTE MEDICAL AND GENERAL STORES - 9823010520,"KANDARI. TAL. BHUSAWAL-HOUSE NO. 107, SHOP NO.21,OPP. GAJANAN MANDIR,",R - 2,"deelip pandit rote, DPH, [13100-06/03/1996]","['License: ', '20-187046 (Validity: 31/12/2021)', '21-187047 (Validity: 31/12/2021)']"
ROTE MEDICAL AND GENERAL STORES - 9860176220,"VARADSIM-HOUSE NO 1113/2,MAIN ROAD",S - 2, ,"['License: ', '20A-188129 (Validity: 31/12/2021)', '21A-188130 (Validity: 31/12/2021)']"
ROYAL MEDICAL AND GENERAL STORES - 8625990365,"BHUSAWAL-MUNICIPAL HOUSE NO. 2015,,JAM MOHALLA,",RH - 3,"zia-ur-rehman shafi-ur-rehman quazi, DPH, [44447-06/10/1998]","['License: ', '20-178818 (Validity: 31/12/2021)', '20C-178819 (Validity: 31/12/2021)', '21-178820 (Validity: 31/12/2021)']"
RUDRA MEDICAL AND GENERAL STORES - 9049770473,"SAKEGAON TAL.BHUSAWAL-C.S.T.NO.1003, HOUSE NO.416/1,,MAIN ROAD",RH - 3,"ganesh dileep patil, BPH, [137251-29/03/2016]","['License: ', '20-145721 (Validity: 05/04/2021)', '20C-145723 (Validity: 05/04/2021)', '21-145722 (Validity: 05/04/2021)']"
RUTVI PHARMA - 9421634524,"BHUSAWAL-GALA NO. 1, PLOT NO. 4 A, C.S.NO., 142 C,JAMNER ROAD, IN BHIRUD HOSPITAL PREMISES,",RWX - 5,"mahesh vijay jaiswal, DPH, [160552-01/06/2015]","['License: ', '20-105871 (Validity: 28/10/2019)', '20B-105873 (Validity: 28/10/2019)', '20F-105875 (Validity: 28/10/2019)', '21-105872 (Validity: 28/10/2019)', '21B-105874 (Validity: 28/10/2019)']"
SAGAR MEDICAL & GENERAL STORES - 9422279253,"BHUSAWAL-HOUSE NO 5362/1, FIRKE BUILDING.,BEHIND PANDURANG TALKIES,",RH - 3,"jagadish lahu patil, DPH, [18111-23/05/1988]","['License: ', '20-174672 (Validity: 31/12/2021)', '20C-174673 (Validity: 31/12/2021)', '21-174674 (Validity: 31/12/2021)']"
SAIBABA DISTRIBUTORS - 9028133337,"BHUSAWAL-C.S.T. NO. 3146, SHANI MANDIR WARD,,OPP. MULE COMPLEX, MAIN ROAD, BHUAWAL",RW - 4,"rajesh satramdas manvani, DPH, [27409-01/03/2016]","['License: ', '20-150719 (Validity: 19/05/2021)', '20B-150720 (Validity: 19/05/2021)', '21-150721 (Validity: 19/05/2021)', '21B-150722 (Validity: 19/05/2021)']"
SAIKRUPA AGENCY - 9890606121,"A/p.Bhusawal-Block No.02,S.No.3784/A/6,,1st Floor Venkatesh Complex,",WH - 3,"rajesh sunderlal sonar, DPH, [46398-25/06/2012]","['License: ', '20B-55524 (Validity: 09/07/2017)', '20D-55526 (Validity: 09/07/2017)', '21B-55525 (Validity: 09/07/2017)']"
SAIKRUPA MEDICOSE - 9595900122,"BHUSAWAL-Shop No.02, C.S.No. 2785A/7/1, H.No. 198,,SHIVAJI NAGAR,",RWH - 6,"mr. nilesh jagannath patil, BPH, [89407-07/12/2013]","['License: ', '20-88300 (Validity: 02/01/2019)', '20B-88302 (Validity: 02/01/2019)', '20C-88304 (Validity: 02/01/2019)', '20D-88305 (Validity: 02/01/2019)', '21-88301 (Validity: 02/01/2019)', '21B-88303 (Validity: 02/01/2019)']"
SAMAR MEDICAL & GENERAL STORES,"BHUSAWAL-C.S.T.NO.14/2, GREEN PARK,KHADAKA ROAD,",RX - 2,"furquan abid mohammed abid, DPH, [54593-06/09/2002]","['License: ', '20-20/1808 (Validity: 05/09/2017)', '20G-21/1808 (Validity: 05/09/2017)']"
SAMARTH MEDICAL AND GENERAL STORES - 7709508868,"VARANGAON TAL BHUSAWAL-GAT NO. 603, PLOT NO. 11, HOUSE NO. 5321,AYODHYA NAGAR,",RWH - 5,"javeed khan amjad khan, BPH, [159672-12/02/2015]","['License: ', '20-98418 (Validity: 13/06/2019)', '20B-114233 (Validity: 22/02/2020)', '20C-98420 (Validity: 13/06/2019)', '21-98419 (Validity: 13/06/2019)', '21B-114234 (Validity: 22/02/2020)']"
SAMARTHA AGENCIES - 9999999999,"BHUSAWL-C.S.T.NO.3105A/17E/1D,LOKHANDE BHUWAN,GANGGARAM PLOT",W - 2,"kiran kumar vasant lokhande, DPH, [30437-20/03/2001]","['License: ', '20B-20B/1119 (Validity: 31/12/2017)', '21B-21B/983 (Validity: 31/12/2017)']"
SANJAY MEDICAL & GENERAL STORES - 9764003022,"BHUSAWAL-SHOP NO 22, ATHWADE BAJAR,MAIN ROAD",RWH - 6,"sanjay madanlal zawar, DPH, [19559-25/06/2007]","['License: ', '20-186354 (Validity: 31/12/2021)', '20B-20B/1431 (Validity: 24/06/2017)', '20C-186355 (Validity: 31/12/2021)', '20D-20D/168 (Validity: 24/06/2012)', '21-186356 (Validity: 31/12/2021)', '21B-21B/1284 (Validity: 24/06/2017)']"
SANJIVANI MERDICAL & GENERAL STORES - 9923455440,"BHUSAWAL-C.S.T.NO.124/1/11+2/10,PLOT NO.9,,ANANAD NAGAR",RH - 3,"jayant namdeo patil, DPH, [30436-07/06/1994]","['License: ', '20-188583 (Validity: 31/12/2021)', '20C-188584 (Validity: 31/12/2021)', '21-188585 (Validity: 31/12/2021)']"
SANKHALA MEDICAL AND GENERAL STORES - 9923044406,"BHUSAWAL-C.S.NO. 135/1/2/2,,RAMESHWAR NAGAR, PROFESSOR COLONY",R - 2,"girish subhashchand sankhala, DPH, [37857-10/10/1996]","['License: ', '20-186430 (Validity: 31/12/2021)', '21-186431 (Validity: 31/12/2021)']"
SANSKAR MEDICAL AND GENERAL STORES - 9764110888,"BHUSAWSAL-S.NO.304 PLOT NO.5 , GALA NO.2,RING ROAD, NEAR SANTOSHI MATA HOL,",RH - 3,"sujitkumar ashok patil, DPH, [109430-17/12/2015]","['License: ', '20-136451 (Validity: 21/12/2020)', '20C-136453 (Validity: 21/12/2020)', '21-136452 (Validity: 21/12/2020)']"
SANSKRUTI MEDICAL AND GENERAL STORES - 9028200493,"BHUSAWAL-FINAL PLOT NO. 199/7 & 199/8, HOUSE NO. 6/476,,JUNA SATARA FILE, MAMAJI TALKIES ROAD,",RH - 3,"pravin suresh manuchari, DPH, [141432-15/04/2016]","['License: ', '20-147447 (Validity: 25/04/2021)', '20C-147449 (Validity: 25/04/2021)', '21-147448 (Validity: 25/04/2021)']"
SANTKRUPA MEDICAL & GENERAL STORES - 9999999999,"VARANGAON-HOUSE NO.1017,,BAZAR GALLI,",RH - 3,"ajay ramesh patil, DPH, [30243-10/05/1993]","['License: ', '20-20/687 (Validity: 31/12/2017)', '20C-20C/227 (Validity: 31/12/2017)', '21-21/687 (Validity: 31/12/2017)']"
SAPTASRUNGI MEDICAL & GENERAL STORES,"BHUSAWAL-C.S.TNO.147/2B/1/2, GANESHPURI T.V.CENTER ROAD,,HANUMAN NAGAR,",RH - 3,"5ulhas vasant rane, DPH, [20689-27/07/2012]","['License: ', '20-20/1296 (Validity: 31/12/2016)', '20C-20C/1169 (Validity: 07/07/2013)', '21-21/1296 (Validity: 31/12/2016)']"
SARASWATI MEDICAL & GENERAL STORES - 9823233144,"BHUSAWAL-NEW H. NO. 771, BASEMENT NEHETE HOSPITAL BLDG,MAIN ROAD",R - 2,"pushpa madhukar nehete, DPH, [27297-21/07/2003]","['License: ', '20-20/1724 (Validity: 20/07/2018)', '21-21/1724 (Validity: 20/07/2018)']"
SARVADNYA MEDICAL AND GENERAL STORES - 9923455115,"BHUSAWAL-S.NO.80/2, PLOT NO.1,,SHANTI NAGAR, NEAR SHEVASHRAM,",RH - 3,"chitra sopan phalak, BPH, [183933-01/03/2016]","['License: ', '20-144450 (Validity: 22/03/2021)', '20C-144452 (Validity: 22/03/2021)', '21-144451 (Validity: 22/03/2021)']"
SAYAR MEDICAL & GENERAL STORES - 9420383431,"BHUSAWAL-C.S.T NO.3292A/34, HOUSE NO 4/325/1,TIMBAR MARKET",RH - 3,"hitendra ramlal chaudhari, DPH, [39410-05/07/2010]","['License: ', '20-20/3043 (Validity: 04/07/2020)', '20C-20C/1329 (Validity: 04/07/2020)', '21-21/3043 (Validity: 04/07/2020)']"
